sample,Dist,peak.x,peak.y,Dist.plus,Dist.minus,Trans.name
WROL2019_025,1.97926609999999,211.0612573,209.0819912,1.97927609999999,1.97925609999999,C_1H_2O1
WROL2019_025,6.04694330000001,215.1289345,209.0819912,6.04695330000001,6.04693330000001,H6
WROL2019_025,8.02621059999998,217.1082018,209.0819912,8.02622059999998,8.02620059999999,C_1H4O
WROL2019_025,6.0469445,217.1082018,211.0612573,6.04695449999999,6.0469345,H6
WROL2019_025,1.97926729999998,217.1082018,215.1289345,1.97927729999998,1.97925729999998,C_1H_2O1
WROL2019_025,11.9999957,221.0819869,209.0819912,12.0000057,11.9999857,C1
WROL2019_025,10.0207296,221.0819869,211.0612573,10.0207396,10.0207196,C2H2O_1
WROL2019_025,11.9999956,221.1547026,209.154707,12.0000056,11.9999856,C1
WROL2019_025,12.0000081,227.0925419,215.0925338,12.0000181,11.9999981,C1
WROL2019_025,11.9636074,227.0925419,215.1289345,11.9636174,11.9635974,H_4O1
WROL2019_025,9.9843401,227.0925419,217.1082018,9.9843501,9.9843301,H_2C1
WROL2019_025,15.9949246,227.1289076,211.133983,15.9949346,15.9949146,O1
WROL2019_025,17.0265538,228.1605368,211.133983,17.0265638,17.0265438,H3N1
WROL2019_025,1.0316292,228.1605368,227.1289076,1.0316392,1.0316192,H3O_1N1
WROL2019_025,13.9792734,229.0718072,215.0925338,13.9792834,13.9792634,H_2O1
WROL2019_025,13.9428727,229.0718072,215.1289345,13.9428827,13.9428627,C_1H_6O2
WROL2019_025,11.9636054,229.0718072,217.1082018,11.9636154,11.9635954,H_4O1
WROL2019_025,7.98982029999999,229.0718072,221.0819869,7.98983029999999,7.98981029999999,C_2O2
WROL2019_025,1.97926530000001,229.0718072,227.0925419,1.97927530000001,1.97925530000001,C_1H_2O1
WROL2019_025,14.0156565,229.1081903,215.0925338,14.0156665,14.0156465,CH2
WROL2019_025,13.9792558,229.1081903,215.1289345,13.9792658,13.9792458,H_2O1
WROL2019_025,2.0156484,229.1081903,227.0925419,2.0156584,2.0156384,H2
WROL2019_025,0.0363830999999948,229.1081903,229.0718072,0.0363930999999948,0.0363730999999948,CH4_O
WROL2019_025,18.0105696,229.1445526,211.133983,18.0105796,18.0105596,H2O
WROL2019_025,2.01564500000001,229.1445526,227.1289076,2.01565500000001,2.01563500000001,H2
WROL2019_025,0.984015800000009,229.1445526,228.1605368,0.984025800000009,0.984005800000009,H_1O1N_1
WROL2019_025,15.9949086,231.0874424,215.0925338,15.9949186,15.9948986,O1
WROL2019_025,15.9949104,231.1238449,215.1289345,15.9949204,15.9949004,O1
WROL2019_025,14.0156431,231.1238449,217.1082018,14.0156531,14.0156331,CH2
WROL2019_025,4.03130300000001,231.1238449,227.0925419,4.03131300000001,4.03129300000001,H4
WROL2019_025,2.0520377,231.1238449,229.0718072,2.0520477,2.0520277,CH6O_1
WROL2019_025,2.0156546,231.1238449,229.1081903,2.0156646,2.0156446,H2
WROL2019_025,23.9999937,233.1547007,209.154707,24.0000037,23.9999837,C2
WROL2019_025,11.9999981,233.1547007,221.1547026,12.0000081,11.9999881,C1
WROL2019_025,27.9949184,239.1289014,211.133983,27.9949284,27.9949084,Formic Acid_(_H2O)_CO
WROL2019_025,11.9999938,239.1289014,227.1289076,12.0000038,11.9999838,C1
WROL2019_025,9.98434879999999,239.1289014,229.1445526,9.98435879999999,9.98433879999999,H_2C1
WROL2019_025,26.0156496,241.1081834,215.0925338,26.0156596,26.0156396,C2H2
WROL2019_025,14.0156415,241.1081834,227.0925419,14.0156515,14.0156315,CH2
WROL2019_025,12.0363762,241.1081834,229.0718072,12.0363862,12.0363662,C2H4O_1
WROL2019_025,11.9999931,241.1081834,229.1081903,12.0000031,11.9999831,C1
WROL2019_025,10.020741,241.1081834,231.0874424,10.020751,10.020731,C2H2O_1
WROL2019_025,30.0105728,241.1445558,211.133983,30.0105828,30.0105628,C1H2O1
WROL2019_025,14.0156482,241.1445558,227.1289076,14.0156582,14.0156382,CH2
WROL2019_025,12.984019,241.1445558,228.1605368,12.984029,12.984009,CH_1N_1O
WROL2019_025,12.0000032,241.1445558,229.1445526,12.0000132,11.9999932,C1
WROL2019_025,2.01565440000002,241.1445558,239.1289014,2.01566440000002,2.01564440000002,H2
WROL2019_025,0.0363724000000047,241.1445558,241.1081834,0.0363824000000047,0.0363624000000047,CH4_O
WROL2019_025,31.0422005,242.1761835,211.133983,31.0422105,31.0421905,C1H5N1
WROL2019_025,15.0472759,242.1761835,227.1289076,15.0472859,15.0472659,CH5NO_1
WROL2019_025,14.0156467,242.1761835,228.1605368,14.0156567,14.0156367,CH2
WROL2019_025,13.0316309,242.1761835,229.1445526,13.0316409,13.0316209,C1H3N1O_1
WROL2019_025,3.04728210000002,242.1761835,239.1289014,3.04729210000002,3.04727210000002,H5O_1N1
WROL2019_025,1.0316277,242.1761835,241.1445558,1.0316377,1.0316177,H3O_1N1
WROL2019_025,27.9949223,243.0874561,215.0925338,27.9949323,27.9949123,Formic Acid_(_H2O)_CO
WROL2019_025,27.9585216,243.0874561,215.1289345,27.9585316,27.9585116,H_4O2
WROL2019_025,15.9949142,243.0874561,227.0925419,15.9949242,15.9949042,O1
WROL2019_025,14.0156489,243.0874561,229.0718072,14.0156589,14.0156389,CH2
WROL2019_025,13.9792658,243.0874561,229.1081903,13.9792758,13.9792558,H_2O1
WROL2019_025,11.9636112,243.0874561,231.1238449,11.9636212,11.9636012,H_4O1
WROL2019_025,1.9792727,243.0874561,241.1081834,1.9792827,1.9792627,C_1H_2O1
WROL2019_025,28.0312904,243.1238242,215.0925338,28.0313004,28.0312804,ethyl addition_(_H2O)_C2H4
WROL2019_025,15.9949166,243.1238242,227.1289076,15.9949266,15.9949066,O1
WROL2019_025,13.9792716,243.1238242,229.1445526,13.9792816,13.9792616,H_2O1
WROL2019_025,12.0363818,243.1238242,231.0874424,12.0363918,12.0363718,C2H4O_1
WROL2019_025,3.99492280000001,243.1238242,239.1289014,3.99493280000001,3.99491280000001,C_1O1
WROL2019_025,2.0156408,243.1238242,241.1081834,2.0156508,2.0156308,H2
WROL2019_025,1.9792684,243.1238242,241.1445558,1.9792784,1.9792584,C_1H_2O1
WROL2019_025,0.947640699999994,243.1238242,242.1761835,0.947650699999994,0.947630699999994,C_1H_5N_1O2
WROL2019_025,34.0054816,243.1601886,209.154707,34.0054916,34.0054716,H2O2
WROL2019_025,32.0262056,243.1601886,211.133983,32.0262156,32.0261956,C1H4O1
WROL2019_025,22.005486,243.1601886,221.1547026,22.005496,22.005476,C_1H2O2
WROL2019_025,10.0054879,243.1601886,233.1547007,10.0054979,10.0054779,C_2H2O2
WROL2019_025,17.9741764,245.103084,227.1289076,17.9741864,17.9741664,C_1H_2O2
WROL2019_025,15.9585314,245.103084,229.1445526,15.9585414,15.9585214,C_1H_4O2
WROL2019_025,14.0156416,245.103084,231.0874424,14.0156516,14.0156316,CH2
WROL2019_025,5.97418260000001,245.103084,239.1289014,5.97419260000001,5.97417260000001,C_2H_2O2
WROL2019_025,1.97925979999999,245.103084,243.1238242,1.97926979999999,1.97924979999999,C_1H_2O1
WROL2019_025,18.0469453,245.1394872,227.0925419,18.0469553,18.0469353,CH6
WROL2019_025,16.06768,245.1394872,229.0718072,16.06769,16.06767,C2H8O_1
WROL2019_025,16.0312969,245.1394872,229.1081903,16.0313069,16.0312869,C1H4
WROL2019_025,14.0520448,245.1394872,231.0874424,14.0520548,14.0520348,C2H6O_1
WROL2019_025,14.0156423,245.1394872,231.1238449,14.0156523,14.0156323,CH2
WROL2019_025,4.03130379999999,245.1394872,241.1081834,4.03131379999999,4.03129379999999,H4
WROL2019_025,2.05203109999999,245.1394872,243.0874561,2.05204109999999,2.05202109999999,CH6O_1
WROL2019_025,1.97120430000001,247.1106915,245.1394872,1.97121430000001,1.97119430000001,H_1O_2Cl1
